"treeid","common_name","age_class","canopy_radius","condition_class","desirability","height_class","overhead_lines","planting_type","root_infringement","stems","gtw_priority","estimated_value","tree_notes","est_pruning_hours","crew","date_inventoried","last_updated","other_species","i_tree_code","genus_species","genus","species","latitude","location_type","location_value","longitude","dedicated","dedication_year","dbh_1","dbh_2","dbh_3","dbh_4","dbh_5","dbh_height","adv_ass_root","adv_ass_stem","vtsa","isa_consequences","isa_failure","isa_fail_impact","isa_impact","isa_risk_rating","plant_part_concern","primary_target","secondary_target","date_rec","rcx","soils_1","soils_2","date_rec_1","prune","pruning_category","pruning_goal_1","pruning_goal_2","pruning_goal_other","pruning_system","date_rec_2","removal","date_rec_3","cable","cable_info","cable_size","date_rec_4","brace_rod","brace_rod_info","date_rec_5","date_rec_6","guy","guy_info","date_rec_7","date_rec_8","pest_disease_type_1","pest_disease_type_2","pest_disease_type_3","pest_disease_type_4","pest_disease_type_5","pest_disease_type_6","defect_other","defect_type_1","defect_type_2","defect_type_3","defect_type_4","defect_type_5","defect_type_6","addr_1","street_num","street_name","city","post_code","state","crn_light_exposure","total_height","tree_site","file_extension","filename","image_type"
37,"Zelkova-Japanese","Young",,"Good",0.75,,"No",1,"51-75%",1,,139.09,"",0,"STD","3/5/18","3/5/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.5375986,"Street tree","Fair",-80.17995089,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","610 Thorn St","610","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
38,"Hawthorn","Young",,"Good",0.58,,"No",1,"51-75%",1,,47.81,"",0,"STD","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.53768413,"Street tree","Fair",-80.18000024,,1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","610 Thorn St","610","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
39,"Zelkova-Japanese","Young",,"Good",0.75,,"No",1,"51-75%",1,,247.28,"",0,"STD","3/5/18","3/5/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.53775806,"Street tree","Fair",-80.1800522,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","610 Thorn St","610","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
40,"Pear-Callery","Young",,"Good",0.5,,"No",1,"51-75%",1,"3",164.85,"",0,"CCC","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.53794587,"Street tree","Fair",-80.18017248,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Develop branch structure","","Structural","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","350 Chestnut St","350","Chestnut St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
41,"Maple-Sugar","Young",,"Good",0.75,,"No",1,"51-75%",1,,139.09,"",0,"CCC","3/5/18","3/5/18","","ACSA2","Acer saccharum","Acer","saccharum",40.53806308,"Street tree","Fair",-80.18025616,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","350 Chestnut St","350","Chestnut St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
42,"Maple-Red","Mature",,"Good",0.7,,"Within 10 ft",1,"51-75%",1,"1",5769.75,"",0,"CCC","3/5/18","3/5/18","","ACRU","Acer rubrum","Acer","rubrum",40.53816353,"Street tree","Fair",-80.18031164,"Yes",1,20,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Develop branch structure","","Structural","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",1,"New 1","Large","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Co-dominant stems","Pavement/curbing damage","","","","","350 Chestnut St","350","Chestnut St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
43,"Pagodatree-Japanese","Semi-mature",,"Good",0.58,,"Within crown",1,"51-75%",1,,968.08,"",0,"CCC","3/5/18","4/6/18","","SOJA","Sophora japonica","Sophora","japonica",40.53841514,"Street tree","Fair",-80.18051526,,1,9,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","355 Chestnut St","355","Chestnut St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
44,"Pagodatree-Japanese","Semi-mature",,"Good",0.58,,"Within crown",1,"51-75%",1,,764.9,"",0,"CCC","3/5/18","4/6/18","","SOJA","Sophora japonica","Sophora","japonica",40.53846923,"Street tree","Fair",-80.18059958,"Yes",1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","357 Chestnut St","357","Chestnut St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
45,"Hophornbeam-American","Young",,"Good",0.7,,"Within crown",1,"51-75%",1,,153.93,"",0,"CCC","3/5/18","3/6/18","","OSVI","Ostrya virginiana","Ostrya","virginiana",40.53853129,"Street tree","Fair",-80.18070763,"Yes",1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","357 Chestnut St","357","Chestnut St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
46,"Pagodatree-Japanese","Semi-mature",,"Good",0.58,,"Within crown",1,"51-75%",1,,1721.03,"",0,"CCC","3/5/18","4/6/18","","SOJA","Sophora japonica","Sophora","japonica",40.53861381,"Street tree","Fair",-80.18081496,,1,12,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","526 Thorn St","526","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
47,"Zelkova-Japanese","Mature",,"Fair",0.75,,"Within crown",1,"51-75%",1,,2826,"",0,"CCC","3/5/18","3/5/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.53870427,"Street tree","Fair",-80.18094736,,1,16,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Pavement/curbing damage","","","","","","520 Thorn St","520","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
48,"Zelkova-Japanese","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,3956.4,"",0,"CCC","3/5/18","3/5/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.53873501,"Street tree","Fair",-80.18099197,,1,16,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Pavement/curbing damage","","","","","","520 Thorn St","520","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
49,"Pagodatree-Japanese","Semi-mature",,"Good",0.58,,"Within crown",1,"51-75%",1,,585.63,"",0,"CCC","3/5/18","4/6/18","","SOJA","Sophora japonica","Sophora","japonica",40.53881455,"Street tree","Fair",-80.18112183,"Yes",1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","500 Thorn St","500","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
50,"Hawthorn","Young",,"Good",0.58,,"Within crown",1,"51-75%",1,,47.81,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.538923,"Street tree","Fair",-80.1812605,"Yes",1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","500 Thorn St","500","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
51,"Hawthorn","Young",,"Good",0.58,,"Within crown",1,"51-75%",1,,47.81,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.53899116,"Street tree","Fair",-80.18138428,"Yes",1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","500 Thorn St","500","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
52,"Hawthorn","Young",,"Good",0.58,,"Within crown",1,"51-75%",1,,47.81,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.53905632,"Street tree","Fair",-80.18148503,"Yes",1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","500 Thorn St","500","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
53,"Hawthorn","Young",,"Fair",0.58,,"Within crown",1,"51-75%",1,,136.59,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.53934057,"Street tree","Fair",-80.18188466,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","401 Broad St","401","Broad St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
54,"Zelkova-Japanese","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,247.28,"",0,"CCC","3/5/18","3/16/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.53937531,"Street tree","Fair",-80.18195343,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","337 Broad St","337","Broad St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
55,"Hawthorn","Young",,"Poor",0.58,,"Within crown",1,"51-75%",1,,46.1,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.53944397,"Street tree","Fair",-80.18205261,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Wound-stem","","","","","","337 Broad St","337","Broad St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
56,"Hophornbeam-American","Young",,"Good",0.7,,"Within crown",1,"51-75%",1,,68.41,"",0,"CCC","3/5/18","3/6/18","","OSVI","Ostrya virginiana","Ostrya","virginiana",40.53951356,"Street tree","Fair",-80.18213448,,1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","337 Broad St","337","Broad St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
57,"Hophornbeam-American","Young",,"Good",0.7,,"Within crown",1,"51-75%",1,,273.65,"",0,"CCC","3/5/18","3/16/18","","OSVI","Ostrya virginiana","Ostrya","virginiana",40.53957748,"Street tree","Fair",-80.18223572,"Yes",1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","416 Thorn St","416","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
58,"Zelkova-Japanese","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,61.82,"",0,"CCC","3/5/18","3/5/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.53970267,"Street tree","Fair",-80.18240393,,1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","416 Thorn St","416","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
59,"Zelkova-Japanese","Semi-mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,2225.48,"",0,"CCC","3/5/18","3/5/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.53977219,"Street tree","Fair",-80.18254811,,1,12,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Pavement/curbing damage","","","","","","412 Thorn St","412","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
60,"Pear-Callery","Young",,"Good",0.7,,"Within crown",1,"51-75%",1,"2",370.91,"",0,"CCC","3/5/18","4/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.53982952,"Street tree","Fair",-80.18263307,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Develop branch structure","","Structural","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","410 Thorn St","410","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
61,"Zelkova-Japanese","Semi-mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,2611.84,"",0,"CCC","3/5/18","3/5/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.53989314,"Street tree","Fair",-80.18270946,,1,13,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","404 Thorn St","404","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
62,"Hawthorn","Young",,"Good",0.58,,"Within crown",1,"51-75%",1,,298.79,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.53997029,"Street tree","Fair",-80.18282133,,1,5,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","404 Thorn St","404","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
63,"Zelkova-Japanese","Semi-mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,2225.48,"",0,"CCC","3/5/18","3/16/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.54016113,"Street tree","Fair",-80.18309784,,1,12,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","349 Walnut St","349","Walnut St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
64,"Hawthorn","Semi-mature",,"Good",0.58,,"Within crown",1,"51-75%",1,,191.23,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.54021072,"Street tree","Fair",-80.1831665,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","349 Walnut St","349","Walnut St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
65,"Zelkova-Japanese","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,3029.12,"",0,"CCC","3/5/18","3/16/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.54029465,"Street tree","Fair",-80.18328857,,1,14,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Pavement/curbing damage","","","","","","340 Thorn St","340","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
66,"Hawthorn","Semi-mature",,"Good",0.58,,"Within crown",1,"51-75%",1,,298.79,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.54035568,"Street tree","Fair",-80.18338776,,1,5,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","340 Thorn St","340","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
67,"Zelkova-Japanese","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,989.1,"",0,"CCC","3/5/18","3/16/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.54045105,"Street tree","Fair",-80.18352509,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","336 Thorn St","336","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
68,"Hawthorn","Semi-mature",,"Good",0.58,,"Within crown",1,"51-75%",1,,191.23,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.54051971,"Street tree","Fair",-80.1836319,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","330 Thorn St","330","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
69,"Zelkova-Japanese","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,2611.84,"",0,"CCC","3/5/18","3/16/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.54058075,"Street tree","Fair",-80.18373871,,1,13,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","330 Thorn St","330","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
70,"Zelkova-Japanese","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,4466.4,"",0,"CCC","3/5/18","3/16/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.5406723,"Street tree","Fair",-80.18386078,,1,17,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Pavement/curbing damage","","","","","","320 Thorn St","320","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
71,"Hawthorn","Young",,"Good",0.58,,"Within crown",1,"51-75%",1,,47.81,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.54077148,"Street tree","Fair",-80.18399811,,1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","316 Thorn St","316","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
72,"Zelkova-Japanese","Mature",,"Good",0.75,,"Within crown",1,"51-75%",1,,3956.4,"",0,"CCC","3/5/18","3/16/18","","ZESE","Zelkova serrata","Zelkova","serrata",40.54082489,"Street tree","Fair",-80.18408203,,1,16,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Pavement/curbing damage","","","","","","316 Thorn St","316","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
73,"Hawthorn","Young",,"Good",0.58,,"Within crown",1,"51-75%",1,,107.56,"",0,"CCC","3/5/18","4/6/18","","CR","Crataegus sp","Crataegus","sp",40.54089737,"Street tree","Fair",-80.18417358,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","312 Thorn St","312","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
